Full Name,Gender,Enrollment Status,Program of Study / Major,Enrollment Date,Graduation Date,County,University Enrolled
Esther Otieno,Female,Withdrawn,Education,2021-03-10,,Meru,Moi University
David Karanja,Male,Withdrawn,Psychology,2021-02-23,,Nairobi,Moi University
Joseph Njeri,Male,Not Enrolled,Nursing,2024-12-24,,Nyeri,Moi University
Joseph Mwangi,Male,Not Enrolled,Nursing,2024-02-17,,Nairobi,Egerton University
Peter Mwangi,Male,Enrolled,Nursing,2024-08-26,2030-08-25,Nairobi,University of Nairobi
Michael Achieng,Male,Not Enrolled,Nursing,2019-08-09,,Meru,JKUAT
Daniel Wambui,Male,Withdrawn,Business Administration,2024-11-02,,Nairobi,Egerton University
Grace Odhiambo,Female,Not Enrolled,Computer Science,2019-07-29,,Nairobi,University of Nairobi
Grace Nyambura,Female,Enrolled,Mechanical Engineering,2021-05-12,2025-05-11,Nyeri,Moi University
Elizabeth Odhiambo,Female,Withdrawn,Law,2021-04-23,,Nairobi,JKUAT
Peter Nyambura,Male,Withdrawn,Computer Science,2019-11-24,,Kisumu,Egerton University
Grace Nyambura,Female,Enrolled,Law,2024-10-08,2026-10-08,Nakuru,Kenyatta University
Mary Wambui,Female,Not Enrolled,Psychology,2024-06-18,,Kiambu,JKUAT
Grace Odhiambo,Female,Enrolled,Education,2019-11-22,2020-11-21,Nakuru,Egerton University
Elizabeth Kariuki,Female,Enrolled,Psychology,2020-04-17,2024-04-16,Kisumu,JKUAT
Mary Kariuki,Female,Enrolled,Mechanical Engineering,2024-08-27,2030-08-26,Mombasa,University of Nairobi
Wangari Nyambura,Female,Enrolled,Mechanical Engineering,2021-02-04,2024-02-04,Nairobi,Moi University
Emily Otieno,Female,Not Enrolled,Nursing,2021-06-28,,Nakuru,JKUAT
Sarah Odhiambo,Female,Enrolled,Mechanical Engineering,2019-11-26,2025-11-24,Nairobi,Moi University
Elizabeth Achieng,Female,Not Enrolled,Nursing,2020-08-15,,Nairobi,JKUAT
Richard Achieng,Male,Enrolled,Psychology,2024-06-30,2027-06-30,Nakuru,Moi University
Daniel Wambui,Male,Enrolled,Law,2024-04-24,2030-04-23,Nyeri,Kenyatta University
Alice Otieno,Female,Withdrawn,Business Administration,2023-09-26,,Mombasa,Moi University
Alice Otieno,Female,Withdrawn,Psychology,2024-03-01,,Kiambu,University of Nairobi
Samuel Nyambura,Male,Not Enrolled,Education,2022-08-03,,Kiambu,JKUAT
Emily Karanja,Female,Not Enrolled,Business Administration,2019-02-11,,Nyeri,JKUAT
Richard Odhiambo,Male,Withdrawn,Business Administration,2024-06-12,,Mombasa,Moi University
Sarah Otieno,Female,Enrolled,Computer Science,2022-03-28,2024-03-27,Mombasa,Moi University
Jane Achieng,Female,Withdrawn,Law,2022-01-05,,Nairobi,Kenyatta University
Sarah Kariuki,Female,Not Enrolled,Business Administration,2020-10-01,,Kiambu,Moi University
Lucy Nyambura,Female,Withdrawn,Mechanical Engineering,2023-08-19,,Kiambu,Moi University
Daniel Achieng,Male,Withdrawn,Mechanical Engineering,2020-04-23,,Mombasa,University of Nairobi
Daniel Otieno,Male,Withdrawn,Computer Science,2023-09-16,,Nairobi,Kenyatta University
Samuel Nyambura,Male,Withdrawn,Mechanical Engineering,2021-07-10,,Kisumu,Kenyatta University
Richard Otieno,Male,Withdrawn,Mechanical Engineering,2022-04-04,,Machakos,Kenyatta University
Alice Kariuki,Female,Not Enrolled,Psychology,2018-04-24,,Nyeri,University of Nairobi
Alice Kariuki,Female,Enrolled,Education,2023-02-03,2025-02-02,Kiambu,JKUAT
Jane Wambui,Female,Not Enrolled,Education,2023-03-08,,Kisumu,Kenyatta University
James Achieng,Male,Not Enrolled,Law,2024-11-28,,Nakuru,JKUAT
John Otieno,Male,Enrolled,Computer Science,2022-06-23,2028-06-21,Mombasa,Moi University
Michael Achieng,Male,Enrolled,Education,2023-04-10,2025-04-09,Meru,Kenyatta University
Joseph Mwangi,Male,Enrolled,Nursing,2018-07-07,2023-07-06,Machakos,Moi University
David Achieng,Male,Not Enrolled,Law,2018-11-27,,Nyeri,JKUAT
Sarah Otieno,Female,Not Enrolled,Mechanical Engineering,2018-08-11,,Mombasa,Kenyatta University
Richard Achieng,Male,Withdrawn,Psychology,2023-09-14,,Machakos,JKUAT
Daniel Otieno,Male,Enrolled,Mechanical Engineering,2021-04-26,2027-04-25,Nakuru,Kenyatta University
Peter Karanja,Male,Enrolled,Education,2024-01-08,2030-01-06,Mombasa,Moi University
Sarah Otieno,Female,Enrolled,Law,2018-04-30,2024-04-28,Kisumu,Moi University
Esther Otieno,Female,Withdrawn,Nursing,2023-05-27,,Mombasa,Kenyatta University
James Odhiambo,Male,Withdrawn,Mechanical Engineering,2022-07-18,,Kisumu,Kenyatta University
Sarah Otieno,Female,Withdrawn,Education,2019-07-10,,Kisumu,Kenyatta University
Esther Nyambura,Female,Enrolled,Nursing,2021-01-29,2024-01-29,Machakos,Moi University
Sarah Otieno,Female,Enrolled,Computer Science,2023-05-23,2024-05-22,Meru,JKUAT
Lucy Achieng,Female,Not Enrolled,Education,2018-12-17,,Kiambu,Egerton University
Elizabeth Njeri,Female,Not Enrolled,Mechanical Engineering,2023-04-30,,Nakuru,University of Nairobi
Grace Otieno,Female,Withdrawn,Psychology,2023-03-04,,Meru,Moi University
Michael Wambui,Male,Withdrawn,Business Administration,2019-03-19,,Nakuru,University of Nairobi
Grace Karanja,Female,Not Enrolled,Computer Science,2019-11-20,,Meru,Moi University
Elizabeth Wambui,Female,Enrolled,Mechanical Engineering,2019-09-09,2021-09-08,Meru,University of Nairobi
Mary Wambui,Female,Withdrawn,Education,2021-05-17,,Nyeri,JKUAT
Luke Nyambura,Male,Not Enrolled,Business Administration,2023-12-10,,Nyeri,University of Nairobi
Daniel Karanja,Male,Not Enrolled,Business Administration,2020-05-06,,Kisumu,Kenyatta University
Michael Karanja,Male,Not Enrolled,Nursing,2019-07-20,,Meru,Kenyatta University
Wangari Odhiambo,Female,Enrolled,Mechanical Engineering,2022-11-26,2023-11-26,Machakos,JKUAT
Sarah Kariuki,Female,Enrolled,Mechanical Engineering,2019-11-23,2023-11-22,Nairobi,Kenyatta University
Wangari Njeri,Female,Withdrawn,Law,2019-09-17,,Nakuru,JKUAT
Mary Achieng,Female,Not Enrolled,Nursing,2022-08-09,,Nairobi,Egerton University
David Wambui,Male,Not Enrolled,Nursing,2019-01-08,,Mombasa,JKUAT
Michael Odhiambo,Male,Enrolled,Law,2021-12-23,2024-12-22,Mombasa,Egerton University
Peter Odhiambo,Male,Not Enrolled,Business Administration,2022-10-05,,Machakos,JKUAT
Michael Wambui,Male,Not Enrolled,Mechanical Engineering,2024-03-25,,Nairobi,Moi University
James Wambui,Male,Enrolled,Law,2019-04-14,2022-04-13,Nyeri,Moi University
Esther Wambui,Female,Enrolled,Psychology,2024-10-08,2027-10-08,Mombasa,Egerton University
Elizabeth Achieng,Female,Withdrawn,Nursing,2019-07-09,,Machakos,Moi University
Luke Odhiambo,Male,Enrolled,Computer Science,2020-08-14,2023-08-14,Machakos,Moi University
Michael Mwangi,Male,Not Enrolled,Law,2022-01-26,,Mombasa,Egerton University
James Karanja,Male,Enrolled,Law,2019-10-19,2020-10-18,Nyeri,University of Nairobi
Sarah Otieno,Female,Withdrawn,Business Administration,2021-05-09,,Meru,University of Nairobi
Samuel Wambui,Male,Not Enrolled,Business Administration,2022-02-03,,Nakuru,Kenyatta University
Elizabeth Karanja,Female,Enrolled,Education,2023-07-04,2029-07-02,Mombasa,University of Nairobi
Sarah Wambui,Female,Enrolled,Law,2021-07-23,2026-07-22,Nyeri,Kenyatta University
Richard Njeri,Male,Withdrawn,Nursing,2022-08-20,,Meru,Moi University
Wangari Wambui,Female,Not Enrolled,Mechanical Engineering,2021-06-26,,Nairobi,JKUAT
Luke Odhiambo,Male,Withdrawn,Law,2024-11-20,,Kisumu,Moi University
Wangari Otieno,Female,Enrolled,Law,2019-07-10,2025-07-08,Nakuru,Egerton University
Jane Kariuki,Female,Not Enrolled,Computer Science,2020-09-19,,Nakuru,Moi University
Emily Karanja,Female,Not Enrolled,Business Administration,2021-11-05,,Machakos,Kenyatta University
Esther Mwangi,Female,Not Enrolled,Law,2020-06-15,,Meru,Moi University
Samuel Nyambura,Male,Withdrawn,Nursing,2021-06-21,,Mombasa,Moi University
Michael Mwangi,Male,Not Enrolled,Mechanical Engineering,2020-03-24,,Kiambu,Egerton University
Daniel Nyambura,Male,Withdrawn,Law,2024-03-05,,Nyeri,Kenyatta University
Daniel Wambui,Male,Enrolled,Nursing,2018-11-09,2021-11-08,Nakuru,Moi University
Luke Karanja,Male,Not Enrolled,Nursing,2021-11-27,,Nakuru,Moi University
James Karanja,Male,Enrolled,Computer Science,2024-06-19,2029-06-18,Nyeri,Moi University
Sarah Mwangi,Female,Withdrawn,Law,2023-03-22,,Mombasa,Egerton University
David Mwangi,Male,Withdrawn,Nursing,2024-02-18,,Mombasa,Moi University
Wangari Mwangi,Female,Not Enrolled,Law,2022-01-12,,Meru,Egerton University
Mary Achieng,Female,Not Enrolled,Nursing,2023-08-31,,Kisumu,University of Nairobi
Mary Wambui,Female,Not Enrolled,Mechanical Engineering,2020-04-07,,Kisumu,Kenyatta University
Mary Odhiambo,Female,Not Enrolled,Law,2024-07-10,,Meru,Moi University
Mary Otieno,Female,Not Enrolled,Computer Science,2024-10-04,,Nairobi,University of Nairobi
Sarah Wambui,Female,Not Enrolled,Computer Science,2019-10-12,,Kiambu,Moi University
Sarah Karanja,Female,Not Enrolled,Business Administration,2018-04-23,,Nairobi,JKUAT
Michael Wambui,Male,Not Enrolled,Mechanical Engineering,2020-08-27,,Kisumu,University of Nairobi
Michael Njeri,Male,Withdrawn,Education,2021-06-09,,Kisumu,JKUAT
Michael Nyambura,Male,Not Enrolled,Psychology,2022-11-29,,Mombasa,University of Nairobi
Luke Achieng,Male,Withdrawn,Nursing,2024-04-24,,Nyeri,JKUAT
Luke Mwangi,Male,Enrolled,Law,2021-03-09,2024-03-08,Meru,University of Nairobi
Alice Njeri,Female,Enrolled,Psychology,2019-01-18,2025-01-16,Machakos,JKUAT
Emily Wambui,Female,Enrolled,Nursing,2024-04-12,2028-04-11,Kisumu,University of Nairobi
Peter Nyambura,Male,Not Enrolled,Education,2021-10-17,,Kiambu,Egerton University
Mary Otieno,Female,Not Enrolled,Law,2023-03-17,,Nyeri,Kenyatta University
Daniel Njeri,Male,Not Enrolled,Psychology,2019-07-30,,Nyeri,University of Nairobi
Samuel Karanja,Male,Not Enrolled,Business Administration,2018-03-18,,Kisumu,Kenyatta University
Alice Karanja,Female,Withdrawn,Education,2020-06-04,,Machakos,Kenyatta University
Elizabeth Njeri,Female,Withdrawn,Psychology,2022-02-16,,Nakuru,Egerton University
John Wambui,Male,Not Enrolled,Nursing,2022-09-26,,Mombasa,University of Nairobi
Wangari Otieno,Female,Enrolled,Psychology,2018-10-01,2020-09-30,Kisumu,Kenyatta University
Alice Achieng,Female,Enrolled,Law,2019-01-03,2023-01-02,Machakos,JKUAT
Peter Nyambura,Male,Not Enrolled,Education,2024-06-16,,Kiambu,Egerton University
Sarah Karanja,Female,Enrolled,Education,2018-08-28,2020-08-27,Kisumu,Kenyatta University
Esther Karanja,Female,Enrolled,Mechanical Engineering,2018-03-18,2020-03-17,Nairobi,Moi University
Sarah Odhiambo,Female,Withdrawn,Nursing,2023-10-10,,Nyeri,Egerton University
David Mwangi,Male,Withdrawn,Psychology,2021-02-12,,Nairobi,University of Nairobi
Joseph Otieno,Male,Withdrawn,Psychology,2019-01-06,,Kisumu,University of Nairobi
Mary Achieng,Female,Enrolled,Education,2018-11-16,2022-11-15,Machakos,Egerton University
Wangari Odhiambo,Female,Not Enrolled,Business Administration,2020-04-27,,Kiambu,Moi University
John Otieno,Male,Withdrawn,Psychology,2023-01-24,,Mombasa,JKUAT
Lucy Achieng,Female,Not Enrolled,Education,2020-03-08,,Kiambu,JKUAT
Mary Achieng,Female,Not Enrolled,Education,2023-11-22,,Meru,Egerton University
Esther Nyambura,Female,Not Enrolled,Mechanical Engineering,2021-04-02,,Nakuru,Egerton University
Samuel Karanja,Male,Withdrawn,Mechanical Engineering,2021-01-26,,Kiambu,JKUAT
Samuel Wambui,Male,Not Enrolled,Mechanical Engineering,2021-11-02,,Kisumu,University of Nairobi
Elizabeth Karanja,Female,Not Enrolled,Computer Science,2020-07-21,,Nyeri,Egerton University
John Odhiambo,Male,Withdrawn,Computer Science,2021-09-06,,Nyeri,JKUAT
Peter Odhiambo,Male,Not Enrolled,Psychology,2019-04-30,,Nakuru,University of Nairobi
Wangari Wambui,Female,Not Enrolled,Education,2024-11-17,,Nairobi,JKUAT
Grace Mwangi,Female,Not Enrolled,Psychology,2024-11-08,,Kiambu,JKUAT
Esther Njeri,Female,Not Enrolled,Computer Science,2022-02-24,,Nairobi,Moi University
Grace Njeri,Female,Enrolled,Education,2022-07-14,2024-07-13,Mombasa,Moi University
Peter Mwangi,Male,Withdrawn,Psychology,2022-01-01,,Machakos,Egerton University
Peter Nyambura,Male,Enrolled,Business Administration,2023-07-31,2028-07-29,Kisumu,Kenyatta University
Luke Nyambura,Male,Withdrawn,Education,2018-07-14,,Kiambu,Moi University
Daniel Kariuki,Male,Withdrawn,Mechanical Engineering,2018-11-03,,Mombasa,Kenyatta University
Grace Njeri,Female,Withdrawn,Law,2021-01-23,,Mombasa,JKUAT
Luke Mwangi,Male,Enrolled,Psychology,2023-12-24,2028-12-22,Nakuru,Moi University
Alice Njeri,Female,Enrolled,Education,2021-05-29,2023-05-29,Nyeri,Moi University
Sarah Odhiambo,Female,Enrolled,Law,2018-04-17,2019-04-17,Nyeri,JKUAT
Peter Odhiambo,Male,Not Enrolled,Mechanical Engineering,2019-11-04,,Nyeri,University of Nairobi
Lucy Kariuki,Female,Not Enrolled,Business Administration,2018-05-01,,Nyeri,University of Nairobi
Mary Achieng,Female,Enrolled,Psychology,2023-12-22,2025-12-21,Kiambu,University of Nairobi
Peter Odhiambo,Male,Withdrawn,Psychology,2021-04-25,,Kisumu,JKUAT
Sarah Mwangi,Female,Withdrawn,Nursing,2020-11-20,,Mombasa,Moi University
Alice Njeri,Female,Withdrawn,Education,2020-03-03,,Nyeri,Kenyatta University
Esther Achieng,Female,Not Enrolled,Psychology,2024-06-09,,Kiambu,Moi University
Luke Karanja,Male,Withdrawn,Education,2023-02-16,,Nakuru,Moi University
Jane Odhiambo,Female,Enrolled,Psychology,2019-07-31,2025-07-29,Meru,JKUAT
Richard Njeri,Male,Not Enrolled,Education,2023-04-05,,Nakuru,JKUAT
Daniel Kariuki,Male,Withdrawn,Law,2018-04-09,,Nairobi,University of Nairobi
Mary Njeri,Female,Withdrawn,Business Administration,2019-10-03,,Kiambu,University of Nairobi
Esther Karanja,Female,Enrolled,Business Administration,2021-09-08,2025-09-07,Nakuru,Kenyatta University
Michael Mwangi,Male,Withdrawn,Computer Science,2020-05-14,,Kisumu,Kenyatta University
Grace Otieno,Female,Not Enrolled,Law,2024-03-16,,Kisumu,University of Nairobi
Grace Wambui,Female,Not Enrolled,Education,2022-09-07,,Nyeri,Egerton University
Lucy Njeri,Female,Not Enrolled,Nursing,2020-04-16,,Meru,Moi University
Jane Wambui,Female,Withdrawn,Mechanical Engineering,2020-12-29,,Kisumu,JKUAT
Peter Achieng,Male,Withdrawn,Education,2020-11-03,,Nairobi,Kenyatta University
Lucy Njeri,Female,Not Enrolled,Psychology,2018-08-09,,Kisumu,Egerton University
Emily Nyambura,Female,Enrolled,Computer Science,2022-05-28,2023-05-28,Nyeri,JKUAT
Jane Karanja,Female,Enrolled,Education,2023-07-15,2024-07-14,Kisumu,Moi University
Elizabeth Kariuki,Female,Not Enrolled,Mechanical Engineering,2018-12-03,,Meru,Egerton University
Richard Kariuki,Male,Not Enrolled,Computer Science,2018-06-26,,Meru,Egerton University
Jane Odhiambo,Female,Enrolled,Mechanical Engineering,2021-02-28,2025-02-27,Nairobi,JKUAT
Peter Wambui,Male,Withdrawn,Computer Science,2021-04-07,,Kisumu,JKUAT
Joseph Nyambura,Male,Not Enrolled,Education,2024-09-26,,Kisumu,Kenyatta University
Grace Kariuki,Female,Enrolled,Law,2024-11-13,2026-11-13,Machakos,Egerton University
John Achieng,Male,Withdrawn,Computer Science,2022-07-17,,Meru,Moi University
Grace Wambui,Female,Withdrawn,Psychology,2021-04-18,,Meru,JKUAT
Richard Mwangi,Male,Withdrawn,Nursing,2024-03-20,,Kisumu,Moi University
Luke Njeri,Male,Not Enrolled,Mechanical Engineering,2023-03-03,,Nairobi,JKUAT
Peter Achieng,Male,Withdrawn,Computer Science,2021-03-17,,Nakuru,JKUAT
Luke Odhiambo,Male,Enrolled,Law,2021-05-28,2027-05-27,Meru,JKUAT
James Wambui,Male,Enrolled,Psychology,2020-02-29,2024-02-28,Machakos,JKUAT
Mary Odhiambo,Female,Not Enrolled,Nursing,2018-07-01,,Mombasa,University of Nairobi
Samuel Njeri,Male,Withdrawn,Mechanical Engineering,2022-07-16,,Meru,Moi University
Peter Otieno,Male,Enrolled,Computer Science,2018-10-16,2019-10-16,Kiambu,Moi University
Elizabeth Odhiambo,Female,Withdrawn,Mechanical Engineering,2020-12-08,,Nairobi,Moi University
Mary Otieno,Female,Enrolled,Computer Science,2024-11-04,2028-11-03,Nairobi,Egerton University
David Odhiambo,Male,Enrolled,Psychology,2023-03-23,2024-03-22,Meru,Moi University
Daniel Achieng,Male,Withdrawn,Law,2020-06-19,,Mombasa,Kenyatta University
Daniel Otieno,Male,Not Enrolled,Business Administration,2020-05-16,,Nairobi,Moi University
Samuel Odhiambo,Male,Not Enrolled,Psychology,2019-07-10,,Kisumu,Egerton University
Jane Wambui,Female,Enrolled,Law,2019-06-23,2021-06-22,Meru,Kenyatta University
Sarah Njeri,Female,Withdrawn,Mechanical Engineering,2023-01-24,,Mombasa,Kenyatta University
Daniel Kariuki,Male,Withdrawn,Business Administration,2021-11-25,,Kisumu,Egerton University
Richard Mwangi,Male,Enrolled,Nursing,2019-01-03,2022-01-02,Nakuru,Moi University
Mary Otieno,Female,Withdrawn,Business Administration,2021-10-28,,Mombasa,University of Nairobi
John Mwangi,Male,Withdrawn,Mechanical Engineering,2021-12-10,,Kisumu,Egerton University
Joseph Nyambura,Male,Enrolled,Law,2024-11-22,2029-11-21,Machakos,Egerton University
Sarah Otieno,Female,Not Enrolled,Business Administration,2024-03-29,,Nairobi,University of Nairobi
Alice Achieng,Female,Not Enrolled,Business Administration,2024-05-04,,Machakos,University of Nairobi
Jane Njeri,Female,Enrolled,Mechanical Engineering,2020-04-24,2024-04-23,Mombasa,JKUAT
Wangari Achieng,Female,Enrolled,Nursing,2020-11-16,2023-11-16,Nairobi,Moi University
Elizabeth Kariuki,Female,Withdrawn,Nursing,2021-07-27,,Kisumu,JKUAT
Luke Mwangi,Male,Not Enrolled,Business Administration,2023-09-26,,Nakuru,Moi University
Samuel Odhiambo,Male,Enrolled,Business Administration,2023-12-12,2026-12-11,Kisumu,Kenyatta University
Richard Otieno,Male,Withdrawn,Psychology,2018-03-01,,Kisumu,University of Nairobi
Peter Mwangi,Male,Not Enrolled,Business Administration,2020-09-03,,Nakuru,JKUAT
Joseph Kariuki,Male,Withdrawn,Business Administration,2024-09-18,,Nakuru,Egerton University
Samuel Karanja,Male,Enrolled,Law,2018-12-05,2023-12-04,Kiambu,JKUAT
Richard Achieng,Male,Enrolled,Education,2023-06-23,2029-06-21,Kisumu,Egerton University
Michael Karanja,Male,Not Enrolled,Psychology,2024-07-17,,Mombasa,JKUAT
Wangari Kariuki,Female,Enrolled,Psychology,2024-11-24,2029-11-23,Nairobi,Kenyatta University
Samuel Njeri,Male,Withdrawn,Mechanical Engineering,2022-05-24,,Nyeri,Egerton University
Alice Mwangi,Female,Not Enrolled,Nursing,2023-11-17,,Nakuru,Egerton University
Lucy Nyambura,Female,Not Enrolled,Nursing,2024-07-02,,Mombasa,Kenyatta University
Samuel Nyambura,Male,Withdrawn,Nursing,2018-06-05,,Mombasa,Moi University
Elizabeth Achieng,Female,Not Enrolled,Education,2023-04-19,,Machakos,Kenyatta University
David Otieno,Male,Enrolled,Mechanical Engineering,2023-08-04,2026-08-03,Kisumu,Kenyatta University
John Mwangi,Male,Withdrawn,Mechanical Engineering,2021-04-28,,Kiambu,Moi University
Peter Njeri,Male,Withdrawn,Computer Science,2022-10-31,,Kisumu,JKUAT
Peter Mwangi,Male,Enrolled,Computer Science,2020-12-23,2023-12-23,Mombasa,University of Nairobi
Lucy Otieno,Female,Withdrawn,Computer Science,2024-07-07,,Meru,JKUAT
Elizabeth Odhiambo,Female,Withdrawn,Nursing,2021-03-02,,Meru,JKUAT
John Mwangi,Male,Enrolled,Psychology,2019-04-26,2021-04-25,Meru,University of Nairobi
Grace Achieng,Female,Not Enrolled,Nursing,2021-12-02,,Kisumu,JKUAT
Grace Nyambura,Female,Not Enrolled,Mechanical Engineering,2024-09-11,,Machakos,JKUAT
Mary Njeri,Female,Enrolled,Business Administration,2021-02-02,2022-02-02,Meru,University of Nairobi
Joseph Achieng,Male,Enrolled,Business Administration,2019-08-12,2020-08-11,Machakos,JKUAT
Elizabeth Kariuki,Female,Enrolled,Mechanical Engineering,2022-05-12,2024-05-11,Nakuru,Egerton University
Alice Nyambura,Female,Not Enrolled,Business Administration,2018-07-15,,Nairobi,Egerton University
Michael Nyambura,Male,Withdrawn,Business Administration,2020-10-28,,Nakuru,JKUAT
David Mwangi,Male,Not Enrolled,Education,2019-09-02,,Kisumu,Moi University
Wangari Karanja,Female,Not Enrolled,Education,2019-03-03,,Kiambu,University of Nairobi
Alice Karanja,Female,Withdrawn,Mechanical Engineering,2018-07-06,,Mombasa,Egerton University
Mary Njeri,Female,Enrolled,Business Administration,2019-07-28,2020-07-27,Nakuru,University of Nairobi
Luke Karanja,Male,Not Enrolled,Education,2018-02-05,,Kisumu,University of Nairobi
Jane Wambui,Female,Withdrawn,Psychology,2018-08-28,,Mombasa,Kenyatta University
Esther Karanja,Female,Withdrawn,Computer Science,2020-11-18,,Kisumu,Kenyatta University
Wangari Wambui,Female,Enrolled,Business Administration,2020-04-14,2024-04-13,Nairobi,Moi University
James Wambui,Male,Not Enrolled,Computer Science,2020-05-24,,Nairobi,Egerton University
Michael Njeri,Male,Enrolled,Business Administration,2018-10-24,2020-10-23,Nairobi,Kenyatta University
