Full Name,ID No,Gender,Enrollment Date,Program of Study,Course Code,Semester,Grade,GPA,Cumulative GPA,Course Status,Academic Standing
Richard Wambui,S93784496,Male,2018-09-30,Mechanical Engineering,LAW102,Fall 2023,D,2.27,2.38,Completed,Suspended
Joseph Wambui,S54516394,Male,2019-11-28,Education,ENGR301,Fall 2023,D+,2.09,2.23,Completed,Suspended
Alice Odhiambo,S37667929,Female,2020-10-16,Education,LAW102,Fall 2023,C,3.88,3.05,Withdrawn,Suspended
Lucy Nyambura,S54371768,Female,2022-03-12,Business Administration,PSY201,Summer 2024,C+,1.08,2.06,Failed,Good Standing
Luke Njeri,S22954241,Male,2022-09-20,Nursing,ECON150,Summer 2024,D+,2.38,2.22,Failed,Good Standing
James Achieng,S80645557,Male,2020-07-31,Law,CS101,Fall 2023,B+,3.93,3.08,Failed,Probation
Emily Odhiambo,S18874013,Female,2020-12-16,Business Administration,MATH250,Fall 2024,C+,1.58,2.33,Failed,Good Standing
Mary Karanja,S85501719,Female,2018-01-25,Law,ECON150,Summer 2024,A,3.2,2.77,Withdrawn,Suspended
Elizabeth Nyambura,S97924467,Female,2019-05-05,Computer Science,CS101,Fall 2024,B,3.94,3.35,Failed,Probation
Sarah Odhiambo,S44785625,Female,2023-02-10,Education,CS101,Spring 2024,F,3.98,3.67,Failed,Suspended
Sarah Otieno,S43799164,Female,2020-07-13,Computer Science,ENGR301,Summer 2024,D,2.28,2.97,Completed,Good Standing
Luke Achieng,S62985956,Male,2023-07-02,Mechanical Engineering,MATH250,Fall 2023,B+,1.41,2.19,Withdrawn,Probation
Lucy Njeri,S44017310,Female,2024-06-23,Law,LAW102,Fall 2023,F,1.82,2.0,Completed,Probation
Lucy Wambui,S21193659,Female,2024-02-05,Computer Science,PSY201,Fall 2024,B+,3.03,2.51,Failed,Good Standing
David Kariuki,S49868766,Male,2019-02-21,Psychology,MATH250,Fall 2023,B,1.63,2.07,Failed,Probation
Daniel Karanja,S13764419,Male,2024-05-03,Nursing,BIO150,Fall 2024,A,1.06,1.56,Failed,Probation
Elizabeth Nyambura,S48386619,Female,2020-04-09,Nursing,LAW102,Summer 2024,D+,3.15,2.35,Failed,Suspended
John Karanja,S79599325,Male,2021-09-04,Education,BIO150,Summer 2024,C+,2.22,2.29,Completed,Suspended
Jane Njeri,S90705660,Female,2019-07-31,Education,LAW102,Fall 2024,C,3.38,2.83,Failed,Good Standing
Peter Achieng,S42831190,Male,2023-05-06,Mechanical Engineering,ECON150,Spring 2024,D+,3.59,3.21,Failed,Probation
Mary Achieng,S26262619,Female,2018-09-06,Psychology,CS101,Fall 2024,B,3.06,3.13,Withdrawn,Probation
Richard Karanja,S66302465,Male,2021-12-13,Business Administration,ECON150,Fall 2024,D,2.2,2.67,Withdrawn,Probation
Michael Achieng,S30017333,Male,2020-12-01,Mechanical Engineering,LAW102,Spring 2024,D+,2.78,2.72,Withdrawn,Suspended
Lucy Nyambura,S32563885,Female,2023-09-05,Education,ECON150,Summer 2024,C+,2.14,2.43,Completed,Suspended
Joseph Kariuki,S26545004,Male,2018-04-15,Business Administration,ENGR301,Summer 2024,D+,2.38,2.41,Completed,Probation
Alice Achieng,S68418241,Female,2021-05-17,Education,LAW102,Fall 2023,F,1.23,1.82,Completed,Probation
Alice Njeri,S85652441,Female,2022-01-12,Mechanical Engineering,LAW102,Summer 2024,B+,1.13,1.48,Withdrawn,Good Standing
Grace Otieno,S72568706,Female,2019-05-11,Law,ECON150,Spring 2024,C,2.88,2.18,Withdrawn,Good Standing
Grace Otieno,S11675022,Female,2023-11-22,Nursing,ENGR301,Fall 2023,D,1.46,1.82,Failed,Probation
Samuel Njeri,S60461624,Male,2019-03-02,Computer Science,ECON150,Summer 2024,D,2.77,2.29,Completed,Good Standing
Michael Otieno,S45746405,Male,2020-07-05,Mechanical Engineering,CS101,Spring 2024,D+,3.63,2.96,Completed,Suspended
Joseph Wambui,S28950684,Male,2021-11-18,Law,CS101,Fall 2024,D+,1.96,2.46,Withdrawn,Good Standing
John Odhiambo,S70530859,Male,2018-12-17,Psychology,LAW102,Summer 2024,B,1.61,2.04,Completed,Suspended
Luke Karanja,S88739371,Male,2019-12-18,Computer Science,PSY201,Spring 2024,F,3.81,2.92,Completed,Probation
Mary Wambui,S97644270,Female,2024-05-13,Mechanical Engineering,ENGR301,Fall 2023,F,3.97,3.45,Failed,Suspended
Jane Mwangi,S16991915,Female,2023-12-13,Education,PSY201,Summer 2024,C+,2.31,2.88,Completed,Good Standing
Wangari Otieno,S97829368,Female,2021-06-21,Education,ENGR301,Fall 2023,A,1.22,2.05,Completed,Probation
Peter Achieng,S71159542,Male,2020-05-30,Mechanical Engineering,ECON150,Fall 2023,C,3.54,2.79,Completed,Probation
Samuel Njeri,S76521847,Male,2022-10-30,Psychology,ENGR301,Spring 2024,A,1.64,2.21,Withdrawn,Suspended
Grace Wambui,S24401850,Female,2022-03-30,Computer Science,LAW102,Fall 2024,C,3.23,2.72,Completed,Good Standing
Richard Nyambura,S31118851,Male,2020-04-20,Law,LAW102,Fall 2024,D+,1.92,2.32,Completed,Suspended
Samuel Odhiambo,S32672308,Male,2020-05-09,Business Administration,BIO150,Fall 2024,B,2.18,2.25,Withdrawn,Suspended
Alice Mwangi,S20398490,Female,2018-04-01,Mechanical Engineering,PSY201,Summer 2024,C,2.85,2.55,Withdrawn,Good Standing
Michael Wambui,S57004131,Male,2019-02-21,Business Administration,BIO150,Fall 2024,A,2.26,2.4,Failed,Probation
Elizabeth Otieno,S65666716,Female,2020-10-24,Mechanical Engineering,PSY201,Spring 2024,D,2.73,2.56,Completed,Suspended
Emily Nyambura,S65536489,Female,2018-12-20,Computer Science,ENGR301,Summer 2024,F,2.27,2.42,Withdrawn,Suspended
Samuel Wambui,S63361455,Male,2018-01-09,Psychology,BIO150,Fall 2024,B,3.46,2.94,Withdrawn,Good Standing
Alice Achieng,S80543364,Female,2019-09-22,Business Administration,LAW102,Fall 2024,B+,1.98,2.46,Withdrawn,Suspended
Sarah Mwangi,S85674074,Female,2024-04-22,Law,ENGR301,Fall 2024,D,3.36,2.91,Failed,Probation
Wangari Achieng,S46226833,Female,2022-09-30,Psychology,MATH250,Spring 2024,D+,2.03,2.47,Withdrawn,Suspended
David Odhiambo,S48048580,Male,2024-10-31,Business Administration,LAW102,Summer 2024,C,3.48,2.98,Failed,Suspended
Sarah Nyambura,S75315513,Female,2018-02-05,Education,CS101,Summer 2024,B+,3.76,3.37,Completed,Good Standing
David Wambui,S69961205,Male,2024-02-28,Mechanical Engineering,CS101,Summer 2024,C+,2.7,3.04,Failed,Suspended
Peter Achieng,S31863721,Male,2019-01-16,Nursing,PSY201,Fall 2023,B+,2.96,3.0,Completed,Probation
Esther Achieng,S69135524,Female,2018-12-12,Nursing,LAW102,Fall 2023,D+,3.73,3.37,Withdrawn,Good Standing
Jane Achieng,S65417491,Female,2024-06-25,Business Administration,CS101,Spring 2024,A,3.83,3.6,Withdrawn,Probation
Alice Achieng,S96433639,Female,2020-09-25,Education,ECON150,Fall 2024,D+,3.04,3.32,Completed,Good Standing
Daniel Achieng,S48585379,Male,2019-12-17,Psychology,MATH250,Fall 2024,D+,2.87,3.09,Withdrawn,Suspended
Grace Nyambura,S67354062,Female,2024-03-29,Business Administration,PSY201,Summer 2024,B+,2.69,2.89,Failed,Suspended
Daniel Kariuki,S65716998,Male,2020-01-21,Nursing,PSY201,Fall 2024,D,2.65,2.77,Withdrawn,Good Standing
Grace Nyambura,S25369428,Female,2023-07-26,Computer Science,ENGR301,Fall 2023,D,2.55,2.66,Withdrawn,Probation
Daniel Otieno,S18565317,Male,2021-03-30,Law,PSY201,Spring 2024,D+,1.43,2.04,Withdrawn,Good Standing
James Achieng,S61326256,Male,2019-06-15,Computer Science,LAW102,Summer 2024,B+,3.02,2.53,Failed,Suspended
Wangari Otieno,S75578320,Female,2023-06-10,Nursing,MATH250,Fall 2023,B,2.92,2.72,Withdrawn,Probation
Grace Mwangi,S66124616,Female,2024-02-09,Law,PSY201,Fall 2023,F,1.73,2.23,Failed,Probation
Elizabeth Otieno,S30287510,Female,2020-06-15,Business Administration,LAW102,Spring 2024,A,1.68,1.96,Completed,Good Standing
Sarah Mwangi,S66654042,Female,2019-12-15,Psychology,ENGR301,Summer 2024,A,1.15,1.55,Withdrawn,Probation
James Achieng,S82039643,Male,2020-01-04,Computer Science,MATH250,Fall 2023,B+,1.66,1.6,Completed,Good Standing
Samuel Nyambura,S82600222,Male,2020-10-18,Mechanical Engineering,PSY201,Summer 2024,A,1.63,1.61,Withdrawn,Good Standing
Mary Karanja,S35452010,Female,2021-02-24,Education,MATH250,Summer 2024,B+,3.31,2.46,Failed,Probation
Alice Njeri,S72787560,Female,2024-07-15,Nursing,ECON150,Spring 2024,B,2.14,2.3,Failed,Probation
Mary Odhiambo,S44188193,Female,2022-09-29,Business Administration,CS101,Summer 2024,C+,1.82,2.06,Withdrawn,Good Standing
Elizabeth Karanja,S51090873,Female,2019-09-30,Education,MATH250,Fall 2024,B,3.85,2.96,Withdrawn,Suspended
Samuel Kariuki,S19925371,Male,2023-07-13,Nursing,PSY201,Summer 2024,B,3.46,3.21,Withdrawn,Suspended
John Odhiambo,S64903765,Male,2019-09-08,Nursing,MATH250,Fall 2024,D+,3.16,3.19,Withdrawn,Suspended
Daniel Achieng,S53180257,Male,2024-09-24,Nursing,BIO150,Spring 2024,D,3.81,3.5,Completed,Suspended
Sarah Otieno,S86904417,Female,2021-09-26,Law,BIO150,Fall 2023,A,3.89,3.7,Withdrawn,Good Standing
David Wambui,S95944131,Male,2019-03-22,Psychology,BIO150,Summer 2024,B,2.68,3.19,Completed,Good Standing
Mary Odhiambo,S88884372,Female,2019-04-11,Mechanical Engineering,ECON150,Fall 2023,C,3.58,3.38,Completed,Good Standing
Emily Otieno,S17951541,Female,2024-04-12,Education,MATH250,Spring 2024,D+,3.39,3.38,Completed,Suspended
Joseph Karanja,S16395356,Male,2018-12-03,Law,BIO150,Spring 2024,B+,2.81,3.09,Failed,Good Standing
Wangari Njeri,S39787982,Female,2022-02-18,Business Administration,MATH250,Spring 2024,A,3.07,3.08,Withdrawn,Suspended
Wangari Mwangi,S41322761,Female,2022-03-31,Business Administration,PSY201,Fall 2023,B,1.47,2.27,Failed,Suspended
Richard Achieng,S20595809,Male,2021-03-24,Nursing,ECON150,Summer 2024,D+,1.87,2.07,Completed,Good Standing
Samuel Odhiambo,S66565605,Male,2024-03-07,Education,LAW102,Summer 2024,D+,3.67,2.87,Failed,Good Standing
Esther Odhiambo,S63632341,Female,2022-06-16,Education,CS101,Fall 2024,C+,2.98,2.92,Failed,Good Standing
Richard Karanja,S32081024,Male,2018-09-14,Computer Science,BIO150,Fall 2023,D,2.89,2.91,Completed,Probation
James Odhiambo,S47041024,Male,2018-08-22,Computer Science,ECON150,Spring 2024,C+,3.2,3.06,Failed,Suspended
Sarah Otieno,S50500815,Female,2023-07-19,Psychology,BIO150,Fall 2023,F,2.59,2.83,Completed,Suspended
Grace Wambui,S97915975,Female,2020-12-09,Business Administration,MATH250,Spring 2024,D,1.35,2.09,Failed,Good Standing
Wangari Mwangi,S62767586,Female,2018-05-07,Mechanical Engineering,PSY201,Fall 2024,B+,2.68,2.38,Failed,Probation
Alice Odhiambo,S48973453,Female,2019-06-20,Business Administration,CS101,Fall 2023,D,1.65,2.01,Failed,Good Standing
Alice Achieng,S20872519,Female,2022-12-10,Nursing,CS101,Fall 2024,D+,1.26,1.63,Completed,Suspended
Mary Nyambura,S69189218,Female,2022-01-17,Nursing,LAW102,Summer 2024,D,2.86,2.25,Withdrawn,Probation
Elizabeth Achieng,S75577728,Female,2022-08-23,Nursing,PSY201,Summer 2024,D,1.14,1.69,Failed,Good Standing
Elizabeth Kariuki,S12412718,Female,2019-07-10,Business Administration,PSY201,Fall 2023,C+,3.87,2.78,Failed,Good Standing
Sarah Karanja,S39934539,Female,2023-07-16,Psychology,ECON150,Spring 2024,F,2.06,2.42,Withdrawn,Good Standing
Lucy Nyambura,S56732631,Female,2018-08-18,Computer Science,MATH250,Spring 2024,C+,2.18,2.3,Completed,Probation
Michael Kariuki,S52602698,Male,2023-12-11,Mechanical Engineering,BIO150,Fall 2023,D+,1.81,2.05,Withdrawn,Probation
Mary Odhiambo,S93166734,Female,2019-04-06,Psychology,ECON150,Summer 2024,C,2.06,2.05,Withdrawn,Good Standing
Esther Mwangi,S90936771,Female,2022-12-29,Law,ECON150,Fall 2024,C+,3.51,2.78,Completed,Probation
David Njeri,S13650082,Male,2019-05-03,Psychology,LAW102,Spring 2024,D+,1.8,2.29,Withdrawn,Good Standing
Mary Mwangi,S91991516,Female,2019-01-21,Psychology,CS101,Summer 2024,A,1.27,1.78,Withdrawn,Suspended
Mary Kariuki,S41458367,Female,2020-05-06,Law,PSY201,Summer 2024,D+,2.88,2.33,Failed,Suspended
Elizabeth Mwangi,S49614091,Female,2021-05-28,Computer Science,LAW102,Fall 2024,F,2.28,2.3,Failed,Probation
Esther Odhiambo,S71408778,Female,2023-07-21,Education,ENGR301,Fall 2023,C+,2.1,2.2,Withdrawn,Probation
James Achieng,S97780600,Male,2021-09-23,Business Administration,BIO150,Spring 2024,F,1.47,1.83,Completed,Good Standing
David Mwangi,S53162860,Male,2023-05-25,Law,LAW102,Fall 2023,D,2.13,1.98,Failed,Suspended
Wangari Njeri,S71364185,Female,2019-09-19,Mechanical Engineering,ENGR301,Summer 2024,B,2.93,2.46,Completed,Probation
Sarah Kariuki,S19183211,Female,2020-02-17,Education,ENGR301,Spring 2024,A,2.64,2.55,Withdrawn,Probation
Sarah Njeri,S50824478,Female,2021-03-11,Business Administration,CS101,Fall 2024,F,3.21,2.88,Completed,Suspended
Alice Odhiambo,S66499837,Female,2022-05-20,Law,LAW102,Spring 2024,D,1.94,2.41,Withdrawn,Good Standing
Luke Odhiambo,S43344902,Male,2020-08-20,Nursing,PSY201,Fall 2023,D+,1.72,2.06,Completed,Probation
Esther Wambui,S67209489,Female,2019-09-28,Education,CS101,Fall 2024,D+,1.31,1.69,Withdrawn,Probation
Jane Otieno,S73804225,Female,2020-02-04,Nursing,ENGR301,Fall 2023,B,1.25,1.47,Completed,Probation
Lucy Wambui,S75786605,Female,2019-03-01,Law,MATH250,Spring 2024,F,1.28,1.38,Failed,Probation
Richard Nyambura,S27870845,Male,2018-01-26,Business Administration,MATH250,Spring 2024,C+,3.8,2.59,Failed,Suspended
Richard Wambui,S63044795,Male,2024-02-03,Nursing,LAW102,Fall 2024,D+,3.61,3.1,Failed,Suspended
Wangari Njeri,S17211255,Female,2018-04-07,Nursing,PSY201,Spring 2024,C+,3.83,3.46,Withdrawn,Suspended
Peter Achieng,S68453070,Male,2021-02-19,Business Administration,MATH250,Fall 2024,A,3.14,3.3,Failed,Good Standing
Emily Njeri,S26311198,Female,2021-04-02,Law,MATH250,Spring 2024,D,1.66,2.48,Completed,Suspended
Sarah Nyambura,S90786867,Female,2022-11-24,Psychology,ENGR301,Fall 2024,B,2.75,2.62,Completed,Probation
Richard Njeri,S86744574,Male,2020-11-25,Law,ECON150,Fall 2023,D+,3.1,2.86,Completed,Good Standing
Wangari Achieng,S93640495,Female,2023-08-08,Psychology,BIO150,Fall 2023,C,2.71,2.79,Failed,Good Standing
John Otieno,S61377565,Male,2019-07-20,Computer Science,BIO150,Summer 2024,A,2.51,2.65,Withdrawn,Probation
Wangari Otieno,S17176700,Female,2018-07-09,Nursing,BIO150,Summer 2024,B,1.03,1.84,Failed,Probation
David Njeri,S55905628,Male,2021-02-16,Law,PSY201,Fall 2023,B,3.28,2.56,Withdrawn,Suspended
Daniel Otieno,S90174367,Male,2022-12-07,Nursing,CS101,Fall 2023,C,3.75,3.16,Withdrawn,Probation
Samuel Mwangi,S46801843,Male,2024-08-31,Law,PSY201,Fall 2023,D+,3.51,3.33,Withdrawn,Suspended
Wangari Wambui,S84104578,Female,2020-07-15,Business Administration,BIO150,Fall 2024,A,3.89,3.61,Withdrawn,Suspended
Samuel Nyambura,S13287442,Male,2019-07-04,Education,CS101,Spring 2024,C,3.53,3.57,Withdrawn,Suspended
Peter Wambui,S69594567,Male,2024-08-16,Computer Science,ENGR301,Summer 2024,B+,2.73,3.15,Withdrawn,Good Standing
John Otieno,S61480603,Male,2023-10-07,Business Administration,LAW102,Spring 2024,D,2.71,2.93,Withdrawn,Suspended
Wangari Njeri,S32243873,Female,2024-06-14,Computer Science,ECON150,Fall 2024,F,3.85,3.39,Withdrawn,Good Standing
Daniel Mwangi,S82804706,Male,2020-04-13,Psychology,MATH250,Fall 2023,B,3.06,3.23,Withdrawn,Good Standing
Alice Achieng,S76952656,Female,2021-05-03,Law,MATH250,Fall 2024,B+,1.35,2.29,Failed,Suspended
Lucy Nyambura,S23087496,Female,2023-07-04,Nursing,ECON150,Spring 2024,C,1.91,2.1,Withdrawn,Suspended
Esther Odhiambo,S42816351,Female,2019-05-16,Mechanical Engineering,LAW102,Fall 2024,B,2.27,2.19,Failed,Good Standing
Mary Odhiambo,S87112896,Female,2019-02-18,Mechanical Engineering,ENGR301,Fall 2023,A,2.0,2.09,Completed,Good Standing
Emily Wambui,S94551981,Female,2020-11-23,Computer Science,MATH250,Fall 2023,C,2.86,2.47,Withdrawn,Good Standing
Alice Karanja,S75738869,Female,2023-03-24,Nursing,CS101,Summer 2024,B+,3.39,2.93,Withdrawn,Suspended
David Njeri,S11857873,Male,2024-04-15,Psychology,PSY201,Fall 2024,D+,3.2,3.07,Failed,Probation
Michael Wambui,S71389509,Male,2023-12-31,Mechanical Engineering,BIO150,Summer 2024,D+,1.93,2.5,Withdrawn,Suspended
James Wambui,S47411888,Male,2022-05-23,Business Administration,ENGR301,Spring 2024,C+,3.69,3.09,Completed,Suspended
David Kariuki,S45922608,Male,2021-04-20,Education,ENGR301,Fall 2024,C,1.67,2.38,Completed,Good Standing
Sarah Karanja,S67766571,Female,2019-01-25,Computer Science,LAW102,Summer 2024,D,3.17,2.77,Withdrawn,Suspended
David Nyambura,S75463746,Male,2019-01-27,Law,ECON150,Fall 2023,C+,1.71,2.24,Failed,Suspended
Michael Wambui,S19394845,Male,2023-11-13,Nursing,CS101,Spring 2024,D,1.26,1.75,Completed,Suspended
Joseph Odhiambo,S43139003,Male,2018-12-29,Business Administration,PSY201,Summer 2024,D,1.14,1.44,Completed,Suspended
Grace Mwangi,S29908685,Female,2021-12-26,Psychology,LAW102,Spring 2024,D+,2.13,1.78,Completed,Suspended
Jane Odhiambo,S28142006,Female,2021-06-01,Education,LAW102,Fall 2023,B,1.4,1.59,Failed,Suspended
Joseph Achieng,S50480543,Male,2024-10-25,Computer Science,BIO150,Spring 2024,B,2.24,1.92,Failed,Probation
Wangari Karanja,S84005527,Female,2019-02-11,Law,MATH250,Spring 2024,F,1.16,1.54,Completed,Suspended
John Wambui,S31241209,Male,2018-06-16,Education,LAW102,Fall 2023,D,2.62,2.08,Failed,Suspended
Richard Otieno,S12570421,Male,2022-12-02,Business Administration,ECON150,Fall 2024,D+,2.57,2.33,Withdrawn,Probation
Luke Nyambura,S54624173,Male,2024-09-03,Computer Science,ENGR301,Spring 2024,B,2.71,2.52,Failed,Good Standing
Grace Kariuki,S39199483,Female,2024-09-02,Computer Science,PSY201,Fall 2024,B,2.81,2.67,Completed,Good Standing
Elizabeth Otieno,S29362277,Female,2019-07-06,Education,ECON150,Fall 2024,A,1.56,2.12,Completed,Suspended
Grace Nyambura,S71836683,Female,2020-08-08,Education,ENGR301,Spring 2024,B+,2.21,2.17,Withdrawn,Good Standing
Jane Achieng,S30495835,Female,2023-05-03,Mechanical Engineering,CS101,Spring 2024,D,2.3,2.23,Withdrawn,Good Standing
Jane Achieng,S76553654,Female,2019-11-21,Nursing,LAW102,Summer 2024,D,3.54,2.88,Withdrawn,Suspended
Peter Karanja,S87486901,Male,2021-01-11,Psychology,CS101,Summer 2024,D+,1.77,2.33,Withdrawn,Suspended
Sarah Otieno,S27895801,Female,2024-10-26,Business Administration,PSY201,Fall 2023,D+,3.76,3.04,Completed,Probation
Wangari Wambui,S68586717,Female,2022-04-13,Mechanical Engineering,BIO150,Spring 2024,C,2.02,2.53,Withdrawn,Good Standing
Peter Mwangi,S69258321,Male,2019-01-30,Mechanical Engineering,BIO150,Fall 2023,F,1.04,1.78,Failed,Suspended
Daniel Kariuki,S52257906,Male,2020-07-13,Mechanical Engineering,ENGR301,Spring 2024,C+,2.91,2.35,Completed,Good Standing
John Njeri,S91707637,Male,2024-05-07,Computer Science,MATH250,Spring 2024,B,1.05,1.7,Completed,Good Standing
Luke Odhiambo,S67935432,Male,2018-05-18,Law,LAW102,Spring 2024,C,3.18,2.44,Completed,Good Standing
Samuel Achieng,S82333380,Male,2021-08-03,Business Administration,BIO150,Fall 2024,F,1.87,2.16,Failed,Suspended
Grace Kariuki,S83471236,Female,2024-11-06,Psychology,MATH250,Spring 2024,B+,3.86,3.01,Failed,Good Standing
Emily Njeri,S66851718,Female,2023-11-17,Psychology,ECON150,Fall 2024,C,1.1,2.05,Completed,Probation
Peter Otieno,S86664457,Male,2018-03-13,Business Administration,LAW102,Fall 2023,A,2.98,2.51,Withdrawn,Suspended
Lucy Njeri,S41822793,Female,2018-07-04,Psychology,BIO150,Fall 2024,F,2.51,2.51,Withdrawn,Probation
Richard Odhiambo,S16074661,Male,2022-06-27,Law,ECON150,Summer 2024,A,3.18,2.84,Failed,Suspended
Elizabeth Wambui,S48663749,Female,2023-12-12,Law,ECON150,Spring 2024,C,3.01,2.92,Withdrawn,Suspended
Peter Karanja,S22959067,Male,2018-08-15,Computer Science,ENGR301,Summer 2024,D,2.01,2.46,Failed,Suspended
James Mwangi,S19443953,Male,2024-09-28,Psychology,ECON150,Summer 2024,B,1.47,1.96,Failed,Probation
Michael Odhiambo,S18285773,Male,2018-02-22,Law,PSY201,Summer 2024,D,1.01,1.48,Failed,Suspended
Daniel Mwangi,S12746967,Male,2019-01-29,Nursing,MATH250,Fall 2023,A,3.06,2.27,Withdrawn,Good Standing
Alice Kariuki,S28681895,Female,2021-04-15,Computer Science,ECON150,Summer 2024,C,2.9,2.58,Completed,Probation
Sarah Mwangi,S49629570,Female,2023-09-16,Education,BIO150,Fall 2023,C,1.35,1.97,Failed,Probation
Alice Achieng,S82545462,Female,2024-07-04,Nursing,BIO150,Summer 2024,A,3.56,2.77,Completed,Probation
Emily Achieng,S42420448,Female,2022-08-30,Computer Science,BIO150,Fall 2023,C,1.24,2.0,Failed,Probation
Esther Wambui,S55081565,Female,2024-02-12,Law,PSY201,Summer 2024,D,2.54,2.27,Withdrawn,Good Standing
Samuel Kariuki,S38945429,Male,2020-12-16,Mechanical Engineering,ECON150,Spring 2024,A,3.1,2.69,Completed,Probation
Mary Achieng,S77347807,Female,2021-11-04,Mechanical Engineering,MATH250,Summer 2024,B,3.33,3.01,Completed,Probation
Sarah Njeri,S22798652,Female,2020-08-15,Business Administration,CS101,Fall 2023,C+,1.72,2.36,Completed,Probation
Mary Achieng,S49536694,Female,2018-03-13,Law,LAW102,Spring 2024,D,1.49,1.92,Failed,Probation
Sarah Kariuki,S20231677,Female,2018-03-27,Mechanical Engineering,PSY201,Spring 2024,A,1.15,1.53,Withdrawn,Good Standing
Sarah Mwangi,S90453633,Female,2018-11-25,Psychology,LAW102,Spring 2024,D,1.11,1.32,Withdrawn,Probation
Elizabeth Mwangi,S18969446,Female,2022-07-04,Business Administration,ECON150,Fall 2024,D,1.1,1.21,Completed,Probation
Emily Odhiambo,S39009877,Female,2021-06-01,Mechanical Engineering,PSY201,Spring 2024,F,2.44,1.82,Withdrawn,Good Standing
Elizabeth Nyambura,S62435353,Female,2023-12-04,Mechanical Engineering,LAW102,Summer 2024,A,2.91,2.37,Completed,Probation
David Mwangi,S99056942,Male,2020-01-02,Psychology,CS101,Fall 2023,B+,2.42,2.4,Completed,Probation
Alice Karanja,S34831947,Female,2022-02-03,Law,ECON150,Fall 2024,C+,2.86,2.63,Failed,Suspended
Richard Wambui,S99264219,Male,2020-05-22,Nursing,ENGR301,Fall 2023,A,2.25,2.44,Withdrawn,Good Standing
Mary Nyambura,S37065635,Female,2024-10-08,Psychology,LAW102,Fall 2023,B+,1.35,1.9,Withdrawn,Good Standing
Esther Otieno,S31781901,Female,2022-10-29,Computer Science,MATH250,Spring 2024,C+,3.12,2.51,Failed,Suspended
Alice Nyambura,S92697223,Female,2020-03-12,Education,CS101,Summer 2024,B+,2.06,2.29,Failed,Good Standing
