Full Name,ID No,Gender,Date of Birth,Age,Ethnicity,Disability Status,Household Income,Primary Language,Grade,County,School Type
Elizabeth Njeri,S69255009,Female,06/08/2010,14,Meru,Learning,"< KSh 20,000",Luhya,Class 2,Kiambu,Private
John Achieng,S44601457,Male,18/02/2007,17,Kamba,None,"> KSh 100,000",Maasai,Class 5,Nairobi,Public
David Kariuki,S96772825,Male,08/07/2010,14,Kikuyu,Hearing Impairment,"KSh 20,000 - KSh 50,000",Luo,Class 2,Nairobi,Private
James Karanja,S45808460,Male,03/05/2014,10,Kalenjin,Hearing Impairment,"> KSh 100,000",English,Form 1,Mombasa,Special School
Alice Wambui,S19209500,Female,06/03/2007,17,Luo,None,"> KSh 100,000",Maasai,Form 3,Kiambu,Public
Elizabeth Odhiambo,S97669769,Female,18/08/2007,17,Luhya,None,"KSh 20,000 - KSh 50,000",Luhya,Class 8,Nairobi,Special School
Peter Njeri,S67329645,Male,18/08/2012,12,Mijikenda,Visual Impairment,"< KSh 20,000",Kikuyu,Class 2,Nakuru,Special School
Mary Njeri,S48758617,Female,30/05/2006,18,Luo,Visual Impairment,"KSh 20,000 - KSh 50,000",Luhya,Form 1,Kisumu,Public
Luke Wambui,S44362978,Male,24/11/2010,14,Kalenjin,None,"KSh 50,000 - KSh 100,000",Kiswahili,Form 1,Murang'a,Special School
David Mwangi,S68048264,Male,29/10/2013,11,Coast,None,"> KSh 100,000",Kiswahili,Form 1,Nyeri,Special School
Michael Achieng,S14327492,Male,20/08/2014,10,Kamba,None,"< KSh 20,000",Luhya,Form 2,Nairobi,Private
Joseph Achieng,S26578445,Male,10/02/2008,16,Luhya,None,"< KSh 20,000",Maasai,Class 6,Kiambu,Special School
Wangari Achieng,S95494597,Female,21/11/2008,16,Coast,Physical,"< KSh 20,000",Luo,Class 6,Nakuru,Private
Peter Achieng,S51075982,Male,27/12/2008,16,Luo,Hearing Impairment,"< KSh 20,000",Luo,Class 4,Nairobi,Private
Emily Achieng,S91761377,Female,20/03/2005,19,Luhya,Learning,"KSh 20,000 - KSh 50,000",Luo,Form 1,Kisumu,Special School
Esther Odhiambo,S69859456,Female,22/12/2013,11,Kalenjin,Hearing Impairment,"KSh 20,000 - KSh 50,000",Luhya,Class 6,Uasin Gishu,Public
Alice Achieng,S19911176,Female,25/05/2010,14,Kikuyu,None,"KSh 20,000 - KSh 50,000",Kikuyu,Form 4,Kisumu,Private
Luke Wambui,S41839576,Male,21/03/2007,17,Coast,Visual Impairment,"KSh 20,000 - KSh 50,000",Maasai,Class 3,Kisumu,Special School
John Mwangi,S54421169,Male,20/04/2014,10,Kisii,Hearing Impairment,"KSh 50,000 - KSh 100,000",Luo,Class 3,Kisumu,Public
Jane Nyambura,S65924864,Female,15/09/2007,17,Maasai,Visual Impairment,"KSh 50,000 - KSh 100,000",Luhya,Class 1,Uasin Gishu,Special School
David Nyambura,S38573265,Male,26/02/2014,10,Meru,Physical,"KSh 20,000 - KSh 50,000",Swahili,Class 7,Mombasa,Private
Wangari Otieno,S99353489,Female,04/02/2008,16,Kisii,Physical,"< KSh 20,000",Maasai,Class 5,Murang'a,Public
John Achieng,S84702100,Male,05/06/2007,17,Kalenjin,Physical,"KSh 20,000 - KSh 50,000",English,Class 8,Nyeri,Private
Jane Achieng,S91693411,Female,25/11/2005,19,Coast,Hearing Impairment,"< KSh 20,000",Swahili,Form 2,Uasin Gishu,Public
Emily Karanja,S44947752,Female,26/11/2007,17,Luhya,None,"KSh 20,000 - KSh 50,000",Maasai,Form 3,Mombasa,Special School
David Nyambura,S21112622,Male,28/08/2010,14,Meru,Visual Impairment,"< KSh 20,000",English,Class 6,Eldoret,Special School
Luke Karanja,S55645809,Male,31/10/2007,17,Luhya,Physical,"KSh 20,000 - KSh 50,000",Maasai,Form 1,Murang'a,Public
David Karanja,S19410032,Male,23/08/2006,18,Kisii,Hearing Impairment,"< KSh 20,000",Kikuyu,Class 6,Nakuru,Private
Alice Nyambura,S88018648,Female,23/11/2005,19,Kikuyu,Learning,"KSh 50,000 - KSh 100,000",Kiswahili,Class 7,Machakos,Private
Wangari Kariuki,S70393645,Female,07/08/2005,19,Coast,Learning,"KSh 20,000 - KSh 50,000",Swahili,Class 6,Machakos,Special School
Mary Karanja,S69696801,Female,15/01/2005,19,Kamba,Visual Impairment,"> KSh 100,000",Maasai,Form 4,Nakuru,Public
Joseph Mwangi,S97112922,Male,16/11/2013,11,Luo,None,"KSh 20,000 - KSh 50,000",Kiswahili,Class 5,Kiambu,Private
Richard Nyambura,S31000683,Male,11/08/2006,18,Kikuyu,Physical,"KSh 50,000 - KSh 100,000",Kiswahili,Class 6,Uasin Gishu,Special School
Grace Achieng,S23112188,Female,28/04/2007,17,Kikuyu,Hearing Impairment,"KSh 20,000 - KSh 50,000",Luo,Class 7,Nakuru,Special School
Elizabeth Mwangi,S92717501,Female,07/11/2011,13,Kikuyu,Hearing Impairment,"> KSh 100,000",Maasai,Form 4,Machakos,Private
James Kariuki,S82857406,Male,06/04/2008,16,Luhya,Visual Impairment,"< KSh 20,000",Luo,Form 4,Murang'a,Special School
Lucy Otieno,S67466974,Female,17/03/2006,18,Kikuyu,None,"KSh 20,000 - KSh 50,000",Luhya,Class 2,Nyeri,Special School
Luke Nyambura,S49794262,Male,19/10/2013,11,Maasai,Physical,"KSh 50,000 - KSh 100,000",Luhya,Class 4,Kiambu,Private
James Njeri,S60129260,Male,16/10/2012,12,Coast,Visual Impairment,"< KSh 20,000",Kiswahili,Class 3,Nyeri,Special School
Luke Kariuki,S17286942,Male,02/07/2006,18,Maasai,Visual Impairment,"KSh 50,000 - KSh 100,000",Luhya,Class 5,Kiambu,Private
James Odhiambo,S46086208,Male,21/06/2010,14,Luhya,Visual Impairment,"KSh 50,000 - KSh 100,000",Luhya,Class 8,Nyeri,Public
Peter Wambui,S42580310,Male,07/02/2011,13,Kisii,Physical,"< KSh 20,000",Luhya,Form 2,Nakuru,Private
Alice Mwangi,S21464925,Female,18/03/2010,14,Luhya,None,"KSh 20,000 - KSh 50,000",Kiswahili,Form 3,Nairobi,Public
Elizabeth Achieng,S17459115,Female,02/01/2007,17,Meru,Learning,"< KSh 20,000",Swahili,Class 3,Kiambu,Special School
Lucy Karanja,S14283241,Female,12/07/2014,10,Meru,Learning,"< KSh 20,000",English,Class 6,Nyeri,Public
Elizabeth Otieno,S76919008,Female,13/03/2005,19,Mijikenda,Learning,"KSh 20,000 - KSh 50,000",Luo,Form 3,Murang'a,Public
James Wambui,S17717182,Male,29/03/2014,10,Coast,Visual Impairment,"KSh 50,000 - KSh 100,000",Luhya,Class 8,Nakuru,Private
Daniel Otieno,S90520850,Male,18/07/2012,12,Luo,None,"KSh 20,000 - KSh 50,000",English,Class 5,Machakos,Public
Esther Mwangi,S27702438,Female,04/01/2006,18,Meru,Physical,"< KSh 20,000",Maasai,Class 3,Eldoret,Special School
John Wambui,S35620914,Male,24/04/2014,10,Kikuyu,Physical,"> KSh 100,000",Swahili,Class 8,Nairobi,Private
Grace Mwangi,S82969225,Female,05/10/2006,18,Kalenjin,Hearing Impairment,"< KSh 20,000",Swahili,Form 4,Nairobi,Special School
John Odhiambo,S50688884,Male,09/09/2011,13,Luhya,None,"> KSh 100,000",English,Class 7,Kiambu,Special School
James Karanja,S88362035,Male,08/04/2012,12,Luo,Learning,"> KSh 100,000",Luo,Class 1,Kisumu,Private
Joseph Wambui,S61661697,Male,06/06/2007,17,Maasai,Physical,"< KSh 20,000",Maasai,Class 4,Nyeri,Special School
Luke Achieng,S12101804,Male,14/07/2008,16,Kalenjin,Physical,"KSh 20,000 - KSh 50,000",English,Class 4,Kisumu,Special School
Lucy Karanja,S69983866,Female,04/01/2005,19,Meru,Physical,"KSh 20,000 - KSh 50,000",Luhya,Class 8,Kisumu,Private
Richard Karanja,S97326066,Male,29/10/2012,12,Kisii,Hearing Impairment,"KSh 20,000 - KSh 50,000",Luhya,Class 5,Murang'a,Special School
Peter Achieng,S33060356,Male,29/12/2007,17,Meru,Visual Impairment,"KSh 20,000 - KSh 50,000",Maasai,Class 1,Nakuru,Private
Elizabeth Nyambura,S97039373,Female,19/02/2006,18,Mijikenda,None,"KSh 50,000 - KSh 100,000",English,Class 5,Mombasa,Special School
John Achieng,S25729721,Male,25/05/2014,10,Luhya,None,"< KSh 20,000",Maasai,Class 3,Murang'a,Public
Esther Odhiambo,S97784758,Female,22/12/2007,17,Kikuyu,None,"> KSh 100,000",Luhya,Class 7,Mombasa,Special School
James Kariuki,S18312243,Male,18/05/2007,17,Meru,Physical,"< KSh 20,000",Kikuyu,Class 1,Nakuru,Public
John Wambui,S59525239,Male,27/12/2005,19,Luo,Hearing Impairment,"KSh 20,000 - KSh 50,000",English,Class 8,Murang'a,Private
Luke Karanja,S38592183,Male,08/03/2009,15,Kamba,Learning,"KSh 20,000 - KSh 50,000",Maasai,Class 5,Mombasa,Private
Emily Nyambura,S67909092,Female,11/12/2010,14,Maasai,Physical,"KSh 20,000 - KSh 50,000",Kiswahili,Class 7,Nakuru,Public
Joseph Odhiambo,S54357811,Male,20/01/2009,15,Kamba,Learning,"> KSh 100,000",Kikuyu,Form 2,Nakuru,Public
Jane Kariuki,S25528938,Female,18/01/2010,14,Luo,Learning,"< KSh 20,000",Luhya,Class 3,Murang'a,Special School
Emily Kariuki,S66336667,Female,23/12/2006,18,Kamba,Hearing Impairment,"< KSh 20,000",Kiswahili,Class 2,Kisumu,Public
Peter Wambui,S80978161,Male,19/05/2009,15,Maasai,Learning,"> KSh 100,000",Luhya,Form 2,Machakos,Private
Jane Otieno,S73877615,Female,21/08/2014,10,Luo,Physical,"> KSh 100,000",English,Form 2,Uasin Gishu,Public
Sarah Otieno,S63331267,Female,07/01/2007,17,Kalenjin,Learning,"KSh 50,000 - KSh 100,000",Kikuyu,Form 2,Kiambu,Public
Daniel Njeri,S17920098,Male,03/08/2010,14,Coast,None,"> KSh 100,000",Maasai,Form 3,Mombasa,Special School
Daniel Kariuki,S73777370,Male,07/06/2012,12,Kikuyu,Hearing Impairment,"KSh 50,000 - KSh 100,000",Kiswahili,Class 2,Eldoret,Special School
John Achieng,S41485041,Male,30/12/2008,16,Kisii,Hearing Impairment,"KSh 50,000 - KSh 100,000",Swahili,Class 3,Machakos,Public
Emily Otieno,S68708650,Female,18/05/2005,19,Coast,Physical,"KSh 50,000 - KSh 100,000",Swahili,Class 1,Eldoret,Special School
Lucy Wambui,S53820116,Female,19/02/2005,19,Kamba,Physical,"KSh 20,000 - KSh 50,000",Kiswahili,Class 3,Nairobi,Public
Peter Nyambura,S52788192,Male,17/04/2010,14,Maasai,Physical,"< KSh 20,000",Kiswahili,Class 8,Nyeri,Public
Sarah Kariuki,S42312101,Female,26/02/2007,17,Kisii,Visual Impairment,"KSh 20,000 - KSh 50,000",Maasai,Class 7,Nyeri,Private
Jane Njeri,S11626345,Female,07/05/2011,13,Kikuyu,Hearing Impairment,"KSh 50,000 - KSh 100,000",Kiswahili,Class 7,Mombasa,Special School
Richard Nyambura,S94890419,Male,18/08/2009,15,Kamba,Visual Impairment,"> KSh 100,000",Kiswahili,Class 5,Uasin Gishu,Private
Michael Achieng,S41892893,Male,27/02/2007,17,Luhya,Learning,"> KSh 100,000",Luo,Class 7,Kiambu,Special School
James Achieng,S77783258,Male,11/01/2013,11,Mijikenda,Hearing Impairment,"KSh 50,000 - KSh 100,000",English,Class 7,Kisumu,Special School
David Karanja,S18422829,Male,16/06/2006,18,Maasai,Learning,"< KSh 20,000",Kiswahili,Form 3,Nyeri,Private
Alice Nyambura,S75621277,Female,03/11/2012,12,Kamba,Learning,"KSh 20,000 - KSh 50,000",English,Class 6,Nairobi,Public
Joseph Odhiambo,S51851687,Male,05/06/2005,19,Kamba,Physical,"< KSh 20,000",Luhya,Class 2,Kiambu,Private
Grace Otieno,S64458641,Female,16/02/2013,11,Kisii,None,"KSh 50,000 - KSh 100,000",Swahili,Class 2,Mombasa,Special School
John Wambui,S77200637,Male,23/12/2004,20,Maasai,Physical,"< KSh 20,000",Maasai,Class 7,Kisumu,Private
Mary Karanja,S59210847,Female,10/04/2008,16,Meru,Hearing Impairment,"< KSh 20,000",Luo,Form 4,Nakuru,Private
Luke Karanja,S76457223,Male,02/07/2009,15,Meru,Visual Impairment,"KSh 50,000 - KSh 100,000",Luo,Class 3,Murang'a,Special School
Wangari Njeri,S99949759,Female,22/02/2012,12,Kamba,Physical,"KSh 20,000 - KSh 50,000",Swahili,Class 4,Nyeri,Special School
Joseph Karanja,S70199480,Male,28/01/2011,13,Kalenjin,Learning,"> KSh 100,000",Kikuyu,Class 4,Eldoret,Public
Michael Wambui,S46407186,Male,21/07/2012,12,Kikuyu,Visual Impairment,"KSh 20,000 - KSh 50,000",Kiswahili,Form 1,Kisumu,Public
Esther Otieno,S57396234,Female,23/01/2005,19,Luhya,Hearing Impairment,"< KSh 20,000",Swahili,Class 3,Murang'a,Special School
Jane Otieno,S43047005,Female,01/05/2011,13,Kisii,Physical,"KSh 20,000 - KSh 50,000",Luo,Form 2,Machakos,Private
Grace Otieno,S95912177,Female,02/07/2006,18,Coast,Hearing Impairment,"KSh 20,000 - KSh 50,000",Swahili,Class 1,Nyeri,Special School
Michael Karanja,S81826026,Male,13/01/2011,13,Luhya,None,"KSh 20,000 - KSh 50,000",Luhya,Class 2,Nakuru,Private
Sarah Mwangi,S44182439,Female,17/11/2012,12,Kisii,Hearing Impairment,"KSh 50,000 - KSh 100,000",Kikuyu,Class 8,Nakuru,Private
Grace Wambui,S80359697,Female,29/08/2011,13,Luo,Visual Impairment,"KSh 20,000 - KSh 50,000",Luhya,Class 1,Eldoret,Public
Elizabeth Mwangi,S96476324,Female,06/05/2013,11,Meru,None,"< KSh 20,000",Luhya,Class 5,Murang'a,Public
Mary Mwangi,S96937780,Female,08/05/2005,19,Kamba,Hearing Impairment,"< KSh 20,000",Kikuyu,Class 5,Mombasa,Private
Alice Nyambura,S41128126,Female,01/07/2013,11,Kamba,Hearing Impairment,"> KSh 100,000",English,Class 1,Kisumu,Public
Michael Mwangi,S33857997,Male,18/10/2007,17,Meru,Physical,"KSh 20,000 - KSh 50,000",English,Class 5,Kiambu,Special School
Grace Mwangi,S98989140,Female,01/02/2010,14,Luo,Visual Impairment,"KSh 50,000 - KSh 100,000",Kiswahili,Class 3,Uasin Gishu,Special School
Joseph Otieno,S18305511,Male,18/10/2005,19,Meru,None,"> KSh 100,000",Maasai,Form 3,Mombasa,Special School
Mary Achieng,S77726027,Female,02/07/2011,13,Kisii,Physical,"< KSh 20,000",Luo,Form 4,Murang'a,Special School
David Wambui,S67115551,Male,11/05/2005,19,Luhya,Visual Impairment,"> KSh 100,000",Kiswahili,Form 4,Kisumu,Special School
John Kariuki,S80151419,Male,30/11/2004,20,Coast,Visual Impairment,"< KSh 20,000",Luhya,Class 5,Murang'a,Private
Daniel Njeri,S97372084,Male,19/05/2014,10,Kikuyu,Hearing Impairment,"< KSh 20,000",Kikuyu,Class 2,Nyeri,Special School
Jane Mwangi,S49106929,Female,08/01/2005,19,Coast,Hearing Impairment,"> KSh 100,000",Swahili,Class 4,Murang'a,Public
Mary Karanja,S80115495,Female,12/02/2010,14,Kamba,Hearing Impairment,"< KSh 20,000",Swahili,Class 8,Nakuru,Special School
Wangari Kariuki,S96663041,Female,08/05/2008,16,Luo,None,"KSh 20,000 - KSh 50,000",Kikuyu,Class 2,Nyeri,Private
Alice Mwangi,S80453017,Female,02/10/2013,11,Kalenjin,Visual Impairment,"< KSh 20,000",Kiswahili,Class 6,Nakuru,Public
Esther Mwangi,S87094166,Female,24/02/2006,18,Coast,Learning,"KSh 20,000 - KSh 50,000",English,Class 7,Mombasa,Private
Emily Odhiambo,S16601593,Female,27/06/2014,10,Luo,Learning,"KSh 20,000 - KSh 50,000",Luhya,Class 1,Machakos,Special School
Grace Kariuki,S22309323,Female,28/07/2008,16,Kisii,Physical,"< KSh 20,000",Luo,Form 2,Murang'a,Special School
David Otieno,S57971137,Male,13/02/2011,13,Kikuyu,Hearing Impairment,"KSh 20,000 - KSh 50,000",Swahili,Form 2,Machakos,Special School
Mary Karanja,S30204215,Female,19/10/2013,11,Kalenjin,Hearing Impairment,"> KSh 100,000",Kiswahili,Form 1,Nyeri,Special School
Michael Otieno,S28569027,Male,21/08/2014,10,Coast,Learning,"KSh 50,000 - KSh 100,000",Luhya,Class 4,Kisumu,Special School
David Odhiambo,S81738853,Male,28/08/2012,12,Mijikenda,Hearing Impairment,"KSh 50,000 - KSh 100,000",Swahili,Class 3,Kiambu,Private
Peter Achieng,S12540754,Male,23/03/2014,10,Maasai,None,"> KSh 100,000",Luhya,Form 1,Murang'a,Public
John Wambui,S28791193,Male,04/09/2011,13,Kisii,Visual Impairment,"> KSh 100,000",Luhya,Form 2,Kisumu,Special School
Wangari Odhiambo,S57601146,Female,07/04/2014,10,Coast,Visual Impairment,"> KSh 100,000",Swahili,Form 2,Machakos,Private
Peter Karanja,S20260356,Male,22/09/2009,15,Kalenjin,Hearing Impairment,"< KSh 20,000",Luo,Class 6,Nyeri,Special School
David Kariuki,S18445045,Male,19/09/2010,14,Meru,Physical,"> KSh 100,000",Kiswahili,Form 4,Mombasa,Private
Daniel Kariuki,S21981858,Male,30/06/2005,19,Kamba,Visual Impairment,"< KSh 20,000",English,Class 7,Murang'a,Private
Emily Wambui,S11145095,Female,23/10/2008,16,Kalenjin,Learning,"< KSh 20,000",Luo,Class 2,Kiambu,Public
Wangari Mwangi,S11649029,Female,08/03/2006,18,Kamba,Learning,"KSh 50,000 - KSh 100,000",Swahili,Class 1,Murang'a,Public
Lucy Achieng,S22583483,Female,28/07/2013,11,Kalenjin,None,"< KSh 20,000",Luo,Form 4,Uasin Gishu,Public
Luke Nyambura,S63270599,Male,24/01/2006,18,Luo,Hearing Impairment,"KSh 20,000 - KSh 50,000",Luo,Form 4,Nakuru,Private
Peter Achieng,S78504894,Male,03/08/2012,12,Mijikenda,Hearing Impairment,"KSh 50,000 - KSh 100,000",Maasai,Class 8,Murang'a,Special School
Peter Achieng,S72424013,Male,15/09/2008,16,Luo,Physical,"> KSh 100,000",Swahili,Form 3,Nairobi,Special School
James Odhiambo,S67499255,Male,26/10/2012,12,Mijikenda,Visual Impairment,"KSh 20,000 - KSh 50,000",Maasai,Class 8,Machakos,Special School
Emily Karanja,S23743393,Female,25/03/2010,14,Coast,Physical,"KSh 20,000 - KSh 50,000",Swahili,Form 2,Machakos,Public
David Nyambura,S41757970,Male,06/01/2005,19,Kisii,Physical,"> KSh 100,000",Swahili,Form 4,Nairobi,Public
Michael Mwangi,S28530764,Male,17/06/2010,14,Luo,Learning,"> KSh 100,000",Kikuyu,Form 1,Kiambu,Private
Sarah Kariuki,S88047828,Female,04/03/2006,18,Kikuyu,Visual Impairment,"< KSh 20,000",English,Class 6,Eldoret,Private
Grace Njeri,S36105288,Female,05/10/2011,13,Kamba,Physical,"> KSh 100,000",Kiswahili,Form 4,Kiambu,Special School
Elizabeth Odhiambo,S17561062,Female,07/08/2008,16,Kikuyu,None,"> KSh 100,000",Luo,Form 3,Kisumu,Public
Michael Njeri,S73653212,Male,28/02/2011,13,Meru,Visual Impairment,"> KSh 100,000",Kikuyu,Class 4,Mombasa,Private
Wangari Kariuki,S91272984,Female,26/12/2011,13,Meru,Learning,"> KSh 100,000",Luhya,Form 3,Machakos,Private
John Njeri,S26932028,Male,23/07/2008,16,Kisii,Learning,"KSh 20,000 - KSh 50,000",Luhya,Form 1,Kiambu,Special School
James Achieng,S70673375,Male,08/04/2011,13,Kamba,Visual Impairment,"< KSh 20,000",Swahili,Class 6,Nyeri,Special School
Michael Odhiambo,S77874711,Male,05/09/2008,16,Meru,Physical,"KSh 20,000 - KSh 50,000",Kiswahili,Form 3,Kiambu,Public
Michael Wambui,S61459186,Male,02/03/2010,14,Kalenjin,Hearing Impairment,"> KSh 100,000",Swahili,Form 4,Kiambu,Public
Daniel Nyambura,S76937938,Male,18/08/2012,12,Meru,Hearing Impairment,"KSh 20,000 - KSh 50,000",Swahili,Form 1,Kiambu,Private
Joseph Nyambura,S36866438,Male,24/07/2014,10,Meru,Visual Impairment,"KSh 50,000 - KSh 100,000",Maasai,Class 5,Murang'a,Public
Mary Otieno,S92890483,Female,26/02/2013,11,Kisii,Physical,"KSh 50,000 - KSh 100,000",Luhya,Class 2,Nakuru,Public
Daniel Mwangi,S44132854,Male,21/08/2006,18,Luhya,Visual Impairment,"KSh 50,000 - KSh 100,000",English,Class 1,Kiambu,Private
Luke Kariuki,S95230603,Male,09/02/2011,13,Kalenjin,Visual Impairment,"KSh 50,000 - KSh 100,000",English,Class 3,Uasin Gishu,Special School
Luke Achieng,S36571699,Male,08/03/2006,18,Luo,Hearing Impairment,"> KSh 100,000",Kiswahili,Form 4,Kisumu,Special School
Richard Karanja,S61917652,Male,19/06/2008,16,Kikuyu,Hearing Impairment,"< KSh 20,000",English,Class 2,Machakos,Private
Joseph Otieno,S35919756,Male,30/09/2012,12,Meru,Hearing Impairment,"> KSh 100,000",Kiswahili,Form 1,Uasin Gishu,Special School
Elizabeth Mwangi,S56587871,Female,17/11/2005,19,Luo,Visual Impairment,"KSh 50,000 - KSh 100,000",Swahili,Class 2,Eldoret,Private
Peter Kariuki,S20217865,Male,02/08/2013,11,Luhya,None,"KSh 50,000 - KSh 100,000",Kiswahili,Class 7,Kiambu,Private
Daniel Odhiambo,S12111832,Male,22/04/2010,14,Coast,Learning,"> KSh 100,000",Kikuyu,Class 2,Murang'a,Special School
Lucy Achieng,S42503283,Female,07/08/2009,15,Kalenjin,Visual Impairment,"< KSh 20,000",Luo,Class 2,Eldoret,Special School
Sarah Kariuki,S26710978,Female,13/02/2012,12,Meru,Visual Impairment,"> KSh 100,000",Kikuyu,Class 6,Kiambu,Private
Grace Kariuki,S95478970,Female,22/07/2011,13,Meru,None,"> KSh 100,000",Luo,Form 3,Machakos,Private
James Wambui,S33042777,Male,13/01/2013,11,Kisii,Learning,"KSh 50,000 - KSh 100,000",Kikuyu,Form 2,Murang'a,Special School
Emily Wambui,S55535289,Female,15/12/2013,11,Coast,Learning,"< KSh 20,000",Swahili,Class 8,Nyeri,Public
Elizabeth Odhiambo,S88155111,Female,03/02/2014,10,Mijikenda,None,"KSh 20,000 - KSh 50,000",Luhya,Class 6,Mombasa,Special School
Grace Karanja,S81416339,Female,20/03/2006,18,Mijikenda,None,"< KSh 20,000",Luo,Class 2,Murang'a,Private
Joseph Karanja,S77707693,Male,21/07/2009,15,Coast,None,"> KSh 100,000",Luhya,Form 4,Nairobi,Private
Joseph Odhiambo,S37654456,Male,19/09/2010,14,Mijikenda,Visual Impairment,"KSh 20,000 - KSh 50,000",Kiswahili,Form 2,Eldoret,Special School
Mary Otieno,S40289761,Female,23/05/2007,17,Maasai,Physical,"KSh 20,000 - KSh 50,000",Maasai,Class 3,Kisumu,Public
John Kariuki,S70979547,Male,23/01/2006,18,Luo,None,"KSh 50,000 - KSh 100,000",English,Class 1,Uasin Gishu,Private
David Wambui,S26120990,Male,01/03/2008,16,Kikuyu,Learning,"KSh 50,000 - KSh 100,000",Swahili,Form 4,Kiambu,Special School
Luke Kariuki,S43229997,Male,28/12/2010,14,Coast,Hearing Impairment,"> KSh 100,000",Kiswahili,Class 2,Nakuru,Public
Grace Odhiambo,S77691390,Female,01/03/2006,18,Luo,Learning,"KSh 50,000 - KSh 100,000",Luo,Class 5,Nakuru,Public
John Wambui,S80178598,Male,24/09/2008,16,Luo,None,"KSh 50,000 - KSh 100,000",Kiswahili,Form 2,Murang'a,Private
Lucy Mwangi,S28142161,Female,07/08/2006,18,Kalenjin,None,"> KSh 100,000",Kiswahili,Form 2,Machakos,Public
Mary Mwangi,S12082414,Female,26/05/2009,15,Coast,Hearing Impairment,"> KSh 100,000",Kikuyu,Form 3,Nyeri,Private
James Njeri,S11626500,Male,04/10/2011,13,Luhya,Learning,"> KSh 100,000",English,Class 4,Nyeri,Public
Richard Odhiambo,S33324623,Male,16/09/2014,10,Luhya,Visual Impairment,"< KSh 20,000",Kiswahili,Form 4,Kisumu,Private
Sarah Mwangi,S88242449,Female,25/02/2013,11,Luhya,Hearing Impairment,"KSh 20,000 - KSh 50,000",English,Form 3,Kiambu,Private
Elizabeth Otieno,S76199372,Female,03/02/2009,15,Coast,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kiswahili,Form 4,Nyeri,Private
Mary Nyambura,S51017783,Female,06/11/2007,17,Meru,Physical,"< KSh 20,000",English,Class 6,Mombasa,Public
Grace Odhiambo,S18045173,Female,13/06/2005,19,Kamba,Learning,"KSh 50,000 - KSh 100,000",Kiswahili,Class 7,Eldoret,Private
Sarah Mwangi,S84554904,Female,05/10/2006,18,Meru,None,"KSh 50,000 - KSh 100,000",Kikuyu,Form 1,Nyeri,Special School
Alice Odhiambo,S36465530,Female,21/05/2011,13,Kalenjin,Hearing Impairment,"< KSh 20,000",Swahili,Class 4,Kiambu,Private
Joseph Otieno,S84519900,Male,07/05/2008,16,Luo,Hearing Impairment,"> KSh 100,000",Luo,Class 4,Murang'a,Private
Sarah Nyambura,S97054821,Female,27/03/2007,17,Kamba,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kikuyu,Form 2,Uasin Gishu,Private
Joseph Njeri,S26354727,Male,11/06/2007,17,Coast,None,"KSh 20,000 - KSh 50,000",Kikuyu,Class 3,Mombasa,Private
Lucy Kariuki,S32963518,Female,06/05/2010,14,Kikuyu,Physical,"< KSh 20,000",Luhya,Form 3,Murang'a,Public
Grace Kariuki,S26195746,Female,04/08/2014,10,Kamba,Physical,"KSh 50,000 - KSh 100,000",Luhya,Form 1,Nyeri,Private
Peter Mwangi,S11555230,Male,02/10/2007,17,Kalenjin,None,"< KSh 20,000",Swahili,Form 4,Kiambu,Private
Elizabeth Achieng,S59797985,Female,27/02/2008,16,Kikuyu,Visual Impairment,"KSh 20,000 - KSh 50,000",Kiswahili,Class 8,Uasin Gishu,Special School
Esther Wambui,S14380032,Female,28/06/2010,14,Luhya,Physical,"> KSh 100,000",Luhya,Class 5,Kisumu,Private
